ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU
Rama-48_bad-1,,Rama,48_bad,kwahala,kwahala,k w a h a l a,,constenla2005,723,,^ k w a h a l a $,Rama,c
MalekuJaika-48_bad-1,,MalekuJaika,48_bad,eme: koka:ɾiŋa,eme: koka:ɾiŋa,e m eː + k o k aː ɾ i ŋ a,,constenla2005,724,,^ e m e: + k o k a: ɾ i ŋ a $,MalekuJaika,
Boruca-48_bad-1,,Boruca,48_bad,sádʒèŋ,sádʒèŋ,s á/a dʒ è/e ŋ,,constenla2005,725,,^ s á dʒ è ŋ $,Boruca,
Bribri-48_bad-1,,Bribri,48_bad,suɺǔ,suɺǔ,s u ɺ ǔ/u,,constenla2005,726,,^ s u ɺ ǔ $,Bribri,ch
Cabecar-48_bad-1,,Cabecar,48_bad,saɺuí,saɺuí,s a ɺ u í/i,,constenla2005,726,,^ s a ɺ u í $,Cabecar,ch
Teribe-48_bad-1,,Teribe,48_bad,ó,ó,ó/o,,constenla2005,727,,^ ó $,Teribe,
Ngabere-48_bad-1,,Ngabere,48_bad,kɔme,kɔme,k ɔ m e,,constenla2005,728,,^ k ɔ m e $,Ngabere,
Buglere-48_bad-1,,Buglere,48_bad,me no,me no,m e + n o,,constenla2005,729,,^ m e + n o $,Buglere,
Dorasque-48_bad-1,,Dorasque,48_bad,irógla,irógla,i r ó/o g l a,,constenla2005,730,,^ i r ó g l a $,Dorasque,
SanBlasKuna-48_bad-1,,SanBlasKuna,48_bad,itʃakkwakwa,itʃakkwakwa,i tʃ a k w a k w a,,constenla2005,731,,^ i tʃ a kk w a k w a $,SanBlasKuna,
Cogui-48_bad-1,,Cogui,48_bad,'ʃane,'ʃane,'ʃ/ʃ a n e,,constenla2005,732,,^ 'ʃ a n e $,Cogui,
Arhuaco-48_bad-1,,Arhuaco,48_bad,du naʔ neika,du naʔ neika,d u + n a ʔ + n e i k a,,constenla2005,733,,^ d u + n a ʔ + n e i k a $,Arhuaco,
Malayo-48_bad-1,,Malayo,48_bad,unanduanéka,unanduanéka,u n a n d u a n é/e k a,,constenla2005,734,,^ u n a n d u a n é k a $,Malayo,
Chimila-48_bad-1,,Chimila,48_bad,dʒo:ta,dʒo:ta,dʒ oː t a,,constenla2005,735,,^ dʒ o: t a $,Chimila,
Chibcha-48_bad-1,,Chibcha,48_bad,atʲuentsa,atʲuentsa,a tʲ u e n t s a,,constenla2005,736,,^ a tʲ u e n t s a $,Chibcha,
CentralTunebo-48_bad-1,,CentralTunebo,48_bad,aj batɾo,aj batɾo,a j + b a t ɾ o,,constenla2005,737,,^ a j + b a t ɾ o $,CentralTunebo,
Bari-48_bad-1,,Bari,48_bad,atakkasu,atakkasu,a t a k a s u,,constenla2005,738,,^ a t a kk a s u $,Bari,
LencaSalvador-40_hand-1,,LencaSalvador,40_hand,koʃaka,koʃaka,k o ʃ a k a,,constenla2005,739,,^ k o ʃ a k a $,LencaSalvador,a
LencaHonduras-40_hand-1,,LencaHonduras,40_hand,kulala,kulala,k u l a l a,,constenla2005,739,,^ k u l a l a $,LencaHonduras,a
Cacaopera-40_hand-1,,Cacaopera,40_hand,panam,panam,p a n a m,,constenla2005,740,,^ p a n a m $,Cacaopera,
Mayangna-40_hand-1,,Mayangna,40_hand,tin,tin,t i n,,constenla2005,741,,^ t i n $,Mayangna,b
Ulwa-40_hand-1,,Ulwa,40_hand,tin,tin,t i n,,constenla2005,741,,^ t i n $,Ulwa,b
Miskito-40_hand-1,,Miskito,40_hand,mihta,mihta,m i h t a,,constenla2005,742,,^ m i h t a $,Miskito,
Pech-40_hand-1,,Pech,40_hand,swà,swà,s w à/a,,constenla2005,743,,^ s w à $,Pech,
Rama-40_hand-1,,Rama,40_hand,kwi:k,kwi:k,k w iː k,,constenla2005,744,,^ k w i: k $,Rama,c
MalekuJaika-40_hand-1,,MalekuJaika,40_hand,kuki:,kuki:,k u k iː,,constenla2005,744,,^ k u k i: $,MalekuJaika,c
Boruca-40_hand-1,,Boruca,40_hand,dʒùɾéʔ,dʒùɾéʔ,dʒ ù/u ɾ é/e ʔ,,constenla2005,745,,^ dʒ ù ɾ é ʔ $,Boruca,ch
Bribri-40_hand-1,,Bribri,40_hand,uɺa,uɺa,u ɺ a,,constenla2005,745,,^ u ɺ a $,Bribri,ch
Cabecar-40_hand-1,,Cabecar,40_hand,huɺà,huɺà,h u ɺ à/a,,constenla2005,745,,^ h u ɺ à $,Cabecar,ch
Teribe-40_hand-1,,Teribe,40_hand,óɾkuò,óɾkuò,ó/o ɾ k u ò/o,,constenla2005,746,,^ ó ɾ k u ò $,Teribe,d
Ngabere-40_hand-1,,Ngabere,40_hand,kise,kise,k i s e,,constenla2005,747,,^ k i s e $,Ngabere,
Buglere-40_hand-1,,Buglere,40_hand,ko,ko,k o,,constenla2005,739,,^ k o $,Buglere,a
Dorasque-40_hand-1,,Dorasque,40_hand,kul,kul,k u l,,constenla2005,745,,^ k u l $,Dorasque,ch
SanBlasKuna-40_hand-1,,SanBlasKuna,40_hand,aɾkan,aɾkan,a ɾ k a n,,constenla2005,746,,^ a ɾ k a n $,SanBlasKuna,d
Cogui-40_hand-1,,Cogui,40_hand,'kokala,'kokala,'k/k o k a l a,,constenla2005,739,,^ 'k o k a l a $,Cogui,a
Arhuaco-40_hand-1,,Arhuaco,40_hand,'gunnɨ,'gunnɨ,'g/g u n ɨ,,constenla2005,745,,^ 'g u nn ɨ $,Arhuaco,ch
Malayo-40_hand-1,,Malayo,40_hand,'gula,'gula,'g/g u l a,,constenla2005,745,,^ 'g u l a $,Malayo,ch
Atanque-40_hand-1,,Atanque,40_hand,gúna,gúna,g ú/u n a,,constenla2005,745,,^ g ú n a $,Atanque,ch
Chimila-40_hand-1,,Chimila,40_hand,hattakɾa,hattakɾa,h a t a k ɾ a,,constenla2005,748,,^ h a tt a k ɾ a $,Chimila,e
Chibcha-40_hand-1,,Chibcha,40_hand,ɨta,ɨta,ɨ t a,,constenla2005,748,,^ ɨ t a $,Chibcha,e
CentralTunebo-40_hand-1,,CentralTunebo,40_hand,'atkaɾa,'atkaɾa,'a/a t k a ɾ a,,constenla2005,748,,^ 'a t k a ɾ a $,CentralTunebo,e
Bari-40_hand-1,,Bari,40_hand,akdu,akdu,a k d u,,constenla2005,749,,^ a k d u $,Bari,
LencaSalvador-68_kill-1,,LencaSalvador,68_kill,ʃil,ʃil,ʃ i l,,constenla2005,750,,^ ʃ i l $,LencaSalvador,
LencaHonduras-68_kill-1,,LencaHonduras,68_kill,kas,kas,k a s,,constenla2005,751,,^ k a s $,LencaHonduras,
Cacaopera-68_kill-1,,Cacaopera,68_kill,kulina,kulina,k u l i n a,,constenla2005,752,,^ k u l i n a $,Cacaopera,
Mayangna-68_kill-1,,Mayangna,68_kill,i:,i:,iː,,constenla2005,753,,^ i: $,Mayangna,a
Ulwa-68_kill-1,,Ulwa,68_kill,i:,i:,iː,,constenla2005,753,,^ i: $,Ulwa,a
Miskito-68_kill-1,,Miskito,68_kill,ik,ik,i k,,constenla2005,753,,^ i k $,Miskito,a
Pech-68_kill-1,,Pech,68_kill,àmàs,àmàs,à/a m à/a s,,constenla2005,754,,^ à m à s $,Pech,
Rama-68_kill-1,,Rama,68_kill,maliŋ,maliŋ,m a l i ŋ,,constenla2005,755,,^ m a l i ŋ $,Rama,
MalekuJaika-68_kill-1,,MalekuJaika,68_kill,kua:,kua:,k u aː,,constenla2005,756,,^ k u a: $,MalekuJaika,b
Boruca-68_kill-1,,Boruca,68_kill,áiʔ,áiʔ,á/a i ʔ,,constenla2005,757,,^ á i ʔ $,Boruca,
Bribri-68_kill-1,,Bribri,68_kill,kʊt,kʊt,k ʊ t,,constenla2005,758,,^ k ʊ t $,Bribri,c
Cabecar-68_kill-1,,Cabecar,68_kill,kot,kot,k o t,,constenla2005,758,,^ k o t $,Cabecar,c
Teribe-68_kill-1,,Teribe,68_kill,zɾʊ́k,zɾʊ́k,z ɾ ʊ́/ʊ k,,constenla2005,759,,^ z ɾ ʊ́ k $,Teribe,
Ngabere-68_kill-1,,Ngabere,68_kill,kɔmike,kɔmike,k ɔ m i k e,,constenla2005,760,,^ k ɔ m i k e $,Ngabere,
Buglere-68_kill-1,,Buglere,68_kill,gweda,gweda,g w e d a,,constenla2005,756,,^ g w e d a $,Buglere,b
SanBlasKuna-68_kill-1,,SanBlasKuna,68_kill,opurkwe,opurkwe,o p u r k w e,,constenla2005,762,,^ o p u r k w e $,SanBlasKuna,
Cogui-68_kill-1,,Cogui,68_kill,gu'aʃ,gu'aʃ,g u 'a/a ʃ,,constenla2005,756,,^ g u 'a ʃ $,Cogui,b
Arhuaco-68_kill-1,,Arhuaco,68_kill,'gwak,'gwak,'g/g w a k,,constenla2005,756,,^ 'g w a k $,Arhuaco,b
Malayo-68_kill-1,,Malayo,68_kill,gwaʒ,gwaʒ,g w a ʒ,,constenla2005,756,,^ g w a ʒ $,Malayo,b
Chimila-68_kill-1,,Chimila,68_kill,gwah,gwah,g w a h,,constenla2005,756,,^ g w a h $,Chimila,b
Chibcha-68_kill-1,,Chibcha,68_kill,ɣu,ɣu,ɣ u,,constenla2005,756,,^ ɣ u $,Chibcha,b
CentralTunebo-68_kill-1,,CentralTunebo,68_kill,ja'uwi,ja'uwi,j 'a/a u w i,,constenla2005,763,,^ j a' u w i $,CentralTunebo,
Bari-68_kill-1,,Bari,68_kill,so,so,s o,,constenla2005,764,,^ s o $,Bari,
LencaSalvador-17_mountain-1,,LencaSalvador,17_mountain,kotaN,kotaN,k o t a n,,constenla2005,765,,^ k o t a N $,LencaSalvador,a
LencaHonduras-17_mountain-1,,LencaHonduras,17_mountain,kotaN,kotaN,k o t a n,,constenla2005,765,,^ k o t a N $,LencaHonduras,a
Cacaopera-17_mountain-1,,Cacaopera,17_mountain,karan,karan,k a r a n,,constenla2005,765,,^ k a r a n $,Cacaopera,a
Mayangna-17_mountain-1,,Mayangna,17_mountain,asaŋ,asaŋ,a s a ŋ,,constenla2005,766,,^ a s a ŋ $,Mayangna,b
Ulwa-17_mountain-1,,Ulwa,17_mountain,asaŋ,asaŋ,a s a ŋ,,constenla2005,766,,^ a s a ŋ $,Ulwa,b
Miskito-17_mountain-1,,Miskito,17_mountain,asaŋ taɾa,asaŋ taɾa,a s a ŋ + t a ɾ a,,constenla2005,766,,^ a s a ŋ + t a ɾ a $,Miskito,b
Pech-17_mountain-1,,Pech,17_mountain,ʃókà,ʃókà,ʃ ó/o k à/a,,constenla2005,767,,^ ʃ ó k à $,Pech,
Rama-17_mountain-1,,Rama,17_mountain,ta:sup,ta:sup,t aː s u p,,constenla2005,768,,^ t a: s u p $,Rama,
MalekuJaika-17_mountain-1,,MalekuJaika,17_mountain,okteki:,okteki:,o k t e k iː,,constenla2005,769,,^ o k t e k i: $,MalekuJaika,
Boruca-17_mountain-1,,Boruca,17_mountain,dʒàbáʔtáŋ,dʒàbáʔtáŋ,dʒ à/a b á/a ʔ t á/a ŋ,,constenla2005,770,,^ dʒ à b á ʔ t á ŋ $,Boruca,
Bribri-17_mountain-1,,Bribri,17_mountain,kã̂ batà,kã̂ batà,k ã̂/ã + b a t à/a,,constenla2005,771,,^ k ã̂ + b a t à $,Bribri,c
Cabecar-17_mountain-1,,Cabecar,17_mountain,kã́ batà,kã́ batà,k ã́/ã + b a t à/a,,constenla2005,771,,^ k ã́ + b a t à $,Cabecar,c
Teribe-17_mountain-1,,Teribe,17_mountain,dɺùb,dɺùb,d ɺ ù/u b,,constenla2005,772,,^ d ɺ ù b $,Teribe,
Ngabere-17_mountain-1,,Ngabere,17_mountain,ŋutio,ŋutio,ŋ u t i o,,constenla2005,773,,^ ŋ u t i o $,Ngabere,
Buglere-17_mountain-1,,Buglere,17_mountain,hwitʃuga,hwitʃuga,h w i tʃ u g a,,constenla2005,774,,^ h w i tʃ u g a $,Buglere,d
Dorasque-17_mountain-1,,Dorasque,17_mountain,tuú,tuú,t u ú/u,,constenla2005,775,,^ t u ú $,Dorasque,
SanBlasKuna-17_mountain-1,,SanBlasKuna,17_mountain,jala,jala,j a l a,,constenla2005,776,,^ j a l a $,SanBlasKuna,
Cogui-17_mountain-1,,Cogui,17_mountain,ge'ka,ge'ka,g e 'k/k a,,constenla2005,777,,^ g e 'k a $,Cogui,
Arhuaco-17_mountain-1,,Arhuaco,17_mountain,'gwiɾkənɨ,'gwiɾkənɨ,'g/g w i ɾ k ə n ɨ,,constenla2005,774,,^ 'g w i ɾ k ə n ɨ $,Arhuaco,d
Malayo-17_mountain-1,,Malayo,17_mountain,ʃimu'rua,ʃimu'rua,ʃ i m 'u/u r u a,,constenla2005,778,,^ ʃ i m u' r u a $,Malayo,
Chimila-17_mountain-1,,Chimila,17_mountain,ittikoŋkɾa,ittikoŋkɾa,i t i k o ŋ k ɾ a,,constenla2005,779,,^ i tt i k o ŋ k ɾ a $,Chimila,
Chibcha-17_mountain-1,,Chibcha,17_mountain,ɣua,ɣua,ɣ u a,,constenla2005,774,,^ ɣ u a $,Chibcha,d
CentralTunebo-17_mountain-1,,CentralTunebo,17_mountain,'kubaɾa,'kubaɾa,'k/k u b a ɾ a,,constenla2005,780,,^ 'k u b a ɾ a $,CentralTunebo,
Bari-17_mountain-1,,Bari,17_mountain,ɲena,ɲena,ɲ e n a,,constenla2005,781,,^ ɲ e n a $,Bari,
LencaSalvador-54_bite-1,,LencaSalvador,54_bite,ti,ti,t i,,constenla2005,782,,^ t i $,LencaSalvador,
LencaHonduras-54_bite-1,,LencaHonduras,54_bite,kaj,kaj,k a j,,constenla2005,783,,^ k a j $,LencaHonduras,a
Cacaopera-54_bite-1,,Cacaopera,54_bite,api,api,a p i,,constenla2005,784,,^ a p i $,Cacaopera,
Mayangna-54_bite-1,,Mayangna,54_bite,kas,kas,k a s,,constenla2005,783,,^ k a s $,Mayangna,a
Ulwa-54_bite-1,,Ulwa,54_bite,kas,kas,k a s,,constenla2005,783,,^ k a s $,Ulwa,a
Miskito-54_bite-1,,Miskito,54_bite,sam,sam,s a m,,constenla2005,785,,^ s a m $,Miskito,
Pech-54_bite-1,,Pech,54_bite,sáhkɾàh,sáhkɾàh,s á/a h k ɾ à/a h,,constenla2005,786,,^ s á h k ɾ à h $,Pech,
Rama-54_bite-1,,Rama,54_bite,aɾŋul,aɾŋul,a ɾ ŋ u l,,constenla2005,787,,^ a ɾ ŋ u l $,Rama,
MalekuJaika-54_bite-1,,MalekuJaika,54_bite,tʃiu:,tʃiu:,tʃ i uː,,constenla2005,788,,^ tʃ i u: $,MalekuJaika,
Boruca-54_bite-1,,Boruca,54_bite,túʔ,túʔ,t ú/u ʔ,,constenla2005,789,,^ t ú ʔ $,Boruca,
Bribri-54_bite-1,,Bribri,54_bite,kʊ,kʊ,k ʊ,,constenla2005,790,,^ k ʊ $,Bribri,b
Cabecar-54_bite-1,,Cabecar,54_bite,kʊ,kʊ,k ʊ,,constenla2005,790,,^ k ʊ $,Cabecar,b
Teribe-54_bite-1,,Teribe,54_bite,uɪ́,uɪ́,u ɪ́/ɪ,,constenla2005,791,,^ u ɪ́ $,Teribe,
Ngabere-54_bite-1,,Ngabere,54_bite,kwet,kwet,k w e t,,constenla2005,792,,^ k w e t $,Ngabere,c
Buglere-54_bite-1,,Buglere,54_bite,gute,gute,g u t e,,constenla2005,792,,^ g u t e $,Buglere,c
SanBlasKuna-54_bite-1,,SanBlasKuna,54_bite,kunn,kunn,k u n,,constenla2005,792,,^ k u nn $,SanBlasKuna,c
Cogui-54_bite-1,,Cogui,54_bite,hau'lihiĩ,hau'lihiĩ,h a u 'l/l i h i ĩ,,constenla2005,794,,^ h a u 'l i h i ĩ $,Cogui,
Arhuaco-54_bite-1,,Arhuaco,54_bite,kə'kus,kə'kus,k ə 'k/k u s,,constenla2005,795,,^ k ə 'k u s $,Arhuaco,
Malayo-54_bite-1,,Malayo,54_bite,ʒangaka,ʒangaka,ʒ a n g a k a,,constenla2005,796,,^ ʒ a n g a k a $,Malayo,
Chimila-54_bite-1,,Chimila,54_bite,ɾa:gwa,ɾa:gwa,ɾ aː g w a,,constenla2005,797,,^ ɾ a: g w a $,Chimila,
Chibcha-54_bite-1,,Chibcha,54_bite,ka,ka,k a,,constenla2005,783,,^ k a $,Chibcha,a
CentralTunebo-54_bite-1,,CentralTunebo,54_bite,'koʔ,'koʔ,'k/k o ʔ,,constenla2005,790,,^ 'k o ʔ $,CentralTunebo,b
Bari-54_bite-1,,Bari,54_bite,ko,ko,k o,,constenla2005,790,,^ k o $,Bari,b
LencaSalvador-42_woman-1,,LencaSalvador,42_woman,sija,sija,s i j a,,constenla2005,798,,^ s i j a $,LencaSalvador,
LencaHonduras-42_woman-1,,LencaHonduras,42_woman,mop,mop,m o p,,constenla2005,799,,^ m o p $,LencaHonduras,
Cacaopera-42_woman-1,,Cacaopera,42_woman,juara,juara,j u a r a,,constenla2005,800,,^ j u a r a $,Cacaopera,a
Mayangna-42_woman-1,,Mayangna,42_woman,jal,jal,j a l,,constenla2005,800,,^ j a l $,Mayangna,a
Ulwa-42_woman-1,,Ulwa,42_woman,jal,jal,j a l,,constenla2005,800,,^ j a l $,Ulwa,a
Miskito-42_woman-1,,Miskito,42_woman,majrin,majrin,m a j r i n,,constenla2005,801,,^ m a j r i n $,Miskito,b
Pech-42_woman-1,,Pech,42_woman,kóɾtà,kóɾtà,k ó/o ɾ t à/a,,constenla2005,802,,^ k ó ɾ t à $,Pech,c
Rama-42_woman-1,,Rama,42_woman,kuma:,kuma:,k u m aː,,constenla2005,803,,^ k u m a: $,Rama,
MalekuJaika-42_woman-1,,MalekuJaika,42_woman,kuɾi:xuɾi:,kuɾi:xuɾi:,k u ɾ iː x u ɾ iː,,constenla2005,802,,^ k u ɾ i: x u ɾ i: $,MalekuJaika,c
Boruca-42_woman-1,,Boruca,42_woman,ɾamɾóxk,ɾamɾóxk,ɾ a m ɾ ó/o x k,,constenla2005,804,,^ ɾ a m ɾ ó x k $,Boruca,ch
Bribri-42_woman-1,,Bribri,42_woman,aɺá-kʊ̀ɺ,aɺá-kʊ̀ɺ,a ɺ á/a + k ʊ̀/ʊ ɺ,,constenla2005,804,,^ a ɺ á - k ʊ̀ ɺ $,Bribri,ch
Cabecar-42_woman-1,,Cabecar,42_woman,aɺâ-kɺʊ̀,aɺâ-kɺʊ̀,a ɺ â/a + k ɺ ʊ̀/ʊ,,constenla2005,804,,^ a ɺ â - k ɺ ʊ̀ $,Cabecar,ch
Teribe-42_woman-1,,Teribe,42_woman,uàɺɪ́,uàɺɪ́,u à/a ɺ ɪ́/ɪ,,constenla2005,805,,^ u à ɺ ɪ́ $,Teribe,
Ngabere-42_woman-1,,Ngabere,42_woman,meɾi,meɾi,m e ɾ i,,constenla2005,801,,^ m e ɾ i $,Ngabere,b
Buglere-42_woman-1,,Buglere,42_woman,mũĩŋa,mũĩŋa,m ũ ĩ ŋ a,,constenla2005,806,,^ m ũ ĩ ŋ a $,Buglere,
Dorasque-42_woman-1,,Dorasque,42_woman,biá,biá,b i á/a,,constenla2005,807,,^ b i á $,Dorasque,e
SanBlasKuna-42_woman-1,,SanBlasKuna,42_woman,ome,ome,o m e,,constenla2005,808,,^ o m e $,SanBlasKuna,
Cogui-42_woman-1,,Cogui,42_woman,'munʒi,'munʒi,'m/m u n ʒ i,,constenla2005,809,,^ 'm u n ʒ i $,Cogui,d
Arhuaco-42_woman-1,,Arhuaco,42_woman,aʔ'mia,aʔ'mia,a ʔ 'm/m i a,,constenla2005,810,,^ a ʔ 'm i a $,Arhuaco,
Malayo-42_woman-1,,Malayo,42_woman,'mena,'mena,'m/m e n a,,constenla2005,801,,^ 'm e n a $,Malayo,b
Chimila-42_woman-1,,Chimila,42_woman,dʒuwiɾi,dʒuwiɾi,dʒ u w i ɾ i,,constenla2005,811,,^ dʒ u w i ɾ i $,Chimila,
Chibcha-42_woman-1,,Chibcha,42_woman,βuhutʲa,βuhutʲa,β u h u tʲ a,,constenla2005,809,,^ β u h u tʲ a $,Chibcha,d
CentralTunebo-42_woman-1,,CentralTunebo,42_woman,wi'wa,wi'wa,w i 'w/w a,,constenla2005,812,,^ w i 'w a $,CentralTunebo,
Bari-42_woman-1,,Bari,42_woman,bio,bio,b i o,,constenla2005,807,,^ b i o $,Bari,e
LencaSalvador-58_nose-1,,LencaSalvador,58_nose,nepkuɾu,nepkuɾu,n e p k u ɾ u,,constenla2005,813,,^ n e p k u ɾ u $,LencaSalvador,a
LencaHonduras-58_nose-1,,LencaHonduras,58_nose,nepsek,nepsek,n e p s e k,,constenla2005,813,,^ n e p s e k $,LencaHonduras,a
Cacaopera-58_nose-1,,Cacaopera,58_nose,namn,namn,n a m n,,constenla2005,813,,^ n a m n $,Cacaopera,a
Mayangna-58_nose-1,,Mayangna,58_nose,nam,nam,n a m,,constenla2005,813,,^ n a m $,Mayangna,a
Ulwa-58_nose-1,,Ulwa,58_nose,nantak,nantak,n a n t a k,,constenla2005,813,,^ n a n t a k $,Ulwa,a
Miskito-58_nose-1,,Miskito,58_nose,kakma,kakma,k a k m a,,constenla2005,814,,^ k a k m a $,Miskito,
Pech-58_nose-1,,Pech,58_nose,tã́jsá,tã́jsá,t ã́/ã j s á/a,,constenla2005,813,,^ t ã́ j s á $,Pech,a
Rama-58_nose-1,,Rama,58_nose,taik,taik,t a i k,,constenla2005,813,,^ t a i k $,Rama,a
MalekuJaika-58_nose-1,,MalekuJaika,58_nose,tai:ki,tai:ki,t a iː k i,,constenla2005,813,,^ t a i: k i $,MalekuJaika,a
Boruca-58_nose-1,,Boruca,58_nose,ʃìská,ʃìská,ʃ ì/i s k á/a,,constenla2005,815,,^ ʃ ì s k á $,Boruca,
Bribri-58_nose-1,,Bribri,58_nose,dʒɪ̂k,dʒɪ̂k,dʒ ɪ̂/ɪ k,,constenla2005,813,,^ dʒ ɪ̂ k $,Bribri,a
Cabecar-58_nose-1,,Cabecar,58_nose,dʒík,dʒík,dʒ í/i k,,constenla2005,813,,^ dʒ í k $,Cabecar,a
Teribe-58_nose-1,,Teribe,58_nose,nékuò,nékuò,n é/e k u ò/o,,constenla2005,813,,^ n é k u ò $,Teribe,a
Ngabere-58_nose-1,,Ngabere,58_nose,ĩsɔ̃,ĩsɔ̃,ĩ s ɔ̃,,constenla2005,816,,^ ĩ s ɔ̃ $,Ngabere,
Buglere-58_nose-1,,Buglere,58_nose,se,se,s e,,constenla2005,817,,^ s e $,Buglere,
Dorasque-58_nose-1,,Dorasque,58_nose,nekó,nekó,n e k ó/o,,constenla2005,813,,^ n e k ó $,Dorasque,a
SanBlasKuna-58_nose-1,,SanBlasKuna,58_nose,asu,asu,a s u,,constenla2005,818,,^ a s u $,SanBlasKuna,
Cogui-58_nose-1,,Cogui,58_nose,hũ'nũkala,hũ'nũkala,h ũ 'n/n ũ k a l a,,constenla2005,819,,^ h ũ 'n ũ k a l a $,Cogui,
Arhuaco-58_nose-1,,Arhuaco,58_nose,mi'suŋɨ,mi'suŋɨ,m i 's/s u ŋ ɨ,,constenla2005,820,,^ m i 's u ŋ ɨ $,Arhuaco,b
Malayo-58_nose-1,,Malayo,58_nose,mĩʃu'a,mĩʃu'a,m ĩ ʃ 'u/u a,,constenla2005,821,,^ m ĩ ʃ u' a $,Malayo,
Chimila-58_nose-1,,Chimila,58_nose,da:,da:,d aː,,constenla2005,813,,^ d a: $,Chimila,a
Chibcha-58_nose-1,,Chibcha,58_nose,saka,saka,s a k a,,constenla2005,813,,^ s a k a $,Chibcha,a
CentralTunebo-58_nose-1,,CentralTunebo,58_nose,'reʃa,'reʃa,'r/r e ʃ a,,constenla2005,813,,^ 'r e ʃ a $,CentralTunebo,a
Bari-58_nose-1,,Bari,58_nose,nissa,nissa,n i s a,,constenla2005,813,,^ n i ss a $,Bari,a
LencaSalvador-62_black-1,,LencaSalvador,62_black,sinka,sinka,s i n k a,,constenla2005,822,,^ s i n k a $,LencaSalvador,a
LencaHonduras-62_black-1,,LencaHonduras,62_black,siɾi,siɾi,s i ɾ i,,constenla2005,822,,^ s i ɾ i $,LencaHonduras,a
Cacaopera-62_black-1,,Cacaopera,62_black,mulka,mulka,m u l k a,,constenla2005,823,,^ m u l k a $,Cacaopera,
Mayangna-62_black-1,,Mayangna,62_black,sa:ni,sa:ni,s aː n i,,constenla2005,824,,^ s a: n i $,Mayangna,b
Ulwa-62_black-1,,Ulwa,62_black,baraska,baraska,b a r a s k a,,constenla2005,825,,^ b a r a s k a $,Ulwa,c
Miskito-62_black-1,,Miskito,62_black,siksa,siksa,s i k s a,,constenla2005,822,,^ s i k s a $,Miskito,a
Pech-62_black-1,,Pech,62_black,sã̀wnkwa,sã̀wnkwa,s ã̀/ã w n k w a,,constenla2005,826,,^ s ã̀ w n k w a $,Pech,
Rama-62_black-1,,Rama,62_black,paɾŋa,paɾŋa,p a ɾ ŋ a,,constenla2005,825,,^ p a ɾ ŋ a $,Rama,c
MalekuJaika-62_black-1,,MalekuJaika,62_black,utʃu:li iŋa:,utʃu:li iŋa:,u tʃ uː l i + i ŋ aː,,constenla2005,827,,^ u tʃ u: l i + i ŋ a: $,MalekuJaika,
Boruca-62_black-1,,Boruca,62_black,tùɾìnát,tùɾìnát,t ù/u ɾ ì/i n á/a t,,constenla2005,828,,^ t ù ɾ ì n á t $,Boruca,
Bribri-62_black-1,,Bribri,62_black,daɺǒɺǒ,daɺǒɺǒ,d a ɺ ǒ/o ɺ ǒ/o,,constenla2005,829,,^ d a ɺ ǒ ɺ ǒ $,Bribri,ch
Cabecar-62_black-1,,Cabecar,62_black,doɺódã̀,doɺódã̀,d o ɺ ó/o d ã̀/ã,,constenla2005,829,,^ d o ɺ ó d ã̀ $,Cabecar,ch
Teribe-62_black-1,,Teribe,62_black,sòksĩ́,sòksĩ́,s ò/o k s ĩ́/ĩ,,constenla2005,830,,^ s ò k s ĩ́ $,Teribe,
Ngabere-62_black-1,,Ngabere,62_black,dɾɯne,dɾɯne,d ɾ ɯ n e,,constenla2005,825,,^ d ɾ ɯ n e $,Ngabere,c
Buglere-62_black-1,,Buglere,62_black,heɾe,heɾe,h e ɾ e,,constenla2005,831,,^ h e ɾ e $,Buglere,
Dorasque-62_black-1,,Dorasque,62_black,saná,saná,s a n á/a,,constenla2005,824,,^ s a n á $,Dorasque,b
SanBlasKuna-62_black-1,,SanBlasKuna,62_black,sitʃi,sitʃi,s i tʃ i,,constenla2005,832,,^ s i tʃ i $,SanBlasKuna,
Cogui-62_black-1,,Cogui,62_black,a'baksɯ,a'baksɯ,a 'b/b a k s ɯ,,constenla2005,825,,^ a 'b a k s ɯ $,Cogui,c
Arhuaco-62_black-1,,Arhuaco,62_black,twi kawa,twi kawa,t w i + k a w a,,constenla2005,833,,^ t w i + k a w a $,Arhuaco,
Malayo-62_black-1,,Malayo,62_black,amɨkʃi,amɨkʃi,a m ɨ k ʃ i,,constenla2005,825,,^ a m ɨ k ʃ i $,Malayo,c
Chimila-62_black-1,,Chimila,62_black,sih'tu,sih'tu,s i h 't/t u,,constenla2005,822,,^ s i h 't u $,Chimila,a
Chibcha-62_black-1,,Chibcha,62_black,mɨhɨsio,mɨhɨsio,m ɨ h ɨ s i o,,constenla2005,825,,^ m ɨ h ɨ s i o $,Chibcha,c
CentralTunebo-62_black-1,,CentralTunebo,62_black,ti'kaja,ti'kaja,t i 'k/k a j a,,constenla2005,834,,^ t i 'k a j a $,CentralTunebo,
Bari-62_black-1,,Bari,62_black,ma:,ma:,m aː,,constenla2005,824,,^ m a: $,Bari,b
LencaSalvador-38_child-1,,LencaSalvador,38_child,wewe,wewe,w e w e,,constenla2005,835,,^ w e w e $,LencaSalvador,a
